Bee_ID,Birthdate,Birthweight,Source_colony,NP_observations,Sociality,NonsocNonact,NPWA,NPAQ,NPGO,NPGS,NPTR,NPBE,NPAD,NPVI,NPBC,NPIN,Forage_date,Forage_age,AFF_week,GRS_score,GRS_low,Date_fMR,Age_fMR,Mass_fMR,Date_sMR,Age_sMR,Mass_sMR,RMRMeanstable2min,RMRSDstable2min,RMRMeanlowregion,RMRSDlowregion,RMRMeanlow120,RMRSDlow120,RMRMeanpeak,RMRSDpeak,RMRMeanvalley,RMRSDvalley,RMRMeanperiod,RMRSDperiod,RMRNumberpeaks,Meanallflight,SDallflight,Maxallflight,Meancontig,SDcontig,Maxcontig,Lengthcontig,Meanstable1min,SDstable1min,Maxstable1min,Meanhigh1min,SDhigh1min,Maxhigh1min,Meanhighest120,SDhighest120,Maxhighest120,Date_death,Days_captivity,Age_death,longevity,RMRwcjoule,FMRwcjoule,RMR,RMRpeak,FMR,RMR34,FMR34,Conswc2,ConsJ,ConsJhr,ConsmWwc2,massbal,MB,wt_birthtofMR,RMR2,FMR2,ConsmWwc22,SharefedT1_5ave2,NPBC2,Sociality2,NPWA2,NonsocNonact2,wt_birthtofMR22,wt_birthtofMR2,Birthweight2,longevity2,Forage_age2,AFF_group22,RMR2,FMR2,ConsmWwc22,NPBC2,Sociality2,NPWA2,NonsocNonact2,Birthweight2,longevity2,Forage_age2,AFF_group22
W14,5/28/2018,0.1166,LAP_1,20,0.15,0.274,0.339,0.051,0.099,0.163,0,0,0,0,0.237,0.111,6/11/2018,14,2,1,6,6/14/2018,17,0.0727,6/15/2018,18,NA,56.02429262,10.04397431,56.02429262,10.04397431,51.510713,8.355366782,145.30339,56.55083614,77.63872912,38.21519656,38.90909091,26.0555351,12,552.1417869,263.2413648,926.3753299,300.4270203,181.1668413,736.581891,116,310.709636,76.7663984,437.8742283,442.2115546,109.8946802,736.581891,445.3809723,108.4166527,736.581891,6/18/2018,0,21,NA,164.9133235,914.6060812,45.80925654,118.809894,254.0572448,23.78684519,131.9213803,NA,NA,NA,NA,NA,NA,0.0439,4.580925654,25.40572448,NA,NA,23.7,15,33.9,27.4,1.0439,4.39,11.66,NA,14,4,4.580925654,25.40572448,NA,23.7,15,33.9,27.4,11.66,NA,14,4
W23,5/28/2018,0.1293,LAP_1,19,0.06,0.469,0.364,0.06,0,0.306,0,0,0,0,0.107,0.163,6/11/2018,14,2,8,1,6/19/2018,22,0.085,6/20/2018,23,0.1048,72.69080728,8.704274973,53.87713268,13.73530889,47.21197483,6.306076247,114.5248804,68.2928801,63.52144007,39.9825665,31.53846154,10.95152489,14,497.6011742,76.94473324,656.3500897,576.200653,47.14558416,656.3500897,62,577.5503011,46.31341971,656.3500897,577.5503011,46.31341971,656.3500897,579.4507548,44.31004791,656.3500897,6/22/2018,2,25,NA,135.6436046,1454.067817,37.67877906,80.09256342,403.9077269,20.34471231,218.0905727,NA,NA,NA,NA,NA,NA,0.0443,3.767877906,40.39077269,NA,NA,10.7,6,36.4,46.9,1.0443,4.43,12.93,NA,14,4,3.767877906,40.39077269,NA,10.7,6,36.4,46.9,12.93,NA,14,4
W31,5/28/2018,0.1088,LAP_1,NA,0.047,0.587,0.118,0,0,0.157,0.047,0,0,0,0.248,0.43,6/11/2018,14,2,5,1,6/14/2018,17,0.0917,6/15/2018,18,NA,113.581418,9.794283107,107.7825615,10.78374382,103.8208013,7.081265812,167.3636176,48.4313227,114.7632595,22.56069586,30.64285714,18.8418811,15,887.7563113,68.08950609,972.8551845,860.8438185,76.8830008,937.4631515,97,907.954096,17.91626565,937.4631515,907.954096,17.91626565,937.4631515,908.8221033,16.72406967,937.4631515,6/17/2018,0,20,NA,251.5318229,2118.889602,69.86995081,108.4933181,588.5804451,38.44879837,323.890465,NA,NA,NA,NA,NA,NA,0.0171,6.986995081,58.85804451,NA,NA,24.8,4.7,11.8,58.7,1.0171,1.71,10.88,NA,14,4,6.986995081,58.85804451,NA,24.8,4.7,11.8,58.7,10.88,NA,14,4
W49,5/28/2018,0.121,LAP_1,NA,0.158,0.469,0.302,0,0.077,0.307,0.081,0,0,0,0.071,0.162,6/11/2018,14,2,6,3,6/19/2018,22,0.0826,6/20/2018,23,0.1299,172.8934539,45.55852472,172.8934539,45.55852472,123.7062401,30.18051189,451.9121357,158.7033302,197.2803399,134.3096456,38,20.36931739,13,580.9834198,120.9167313,789.0859943,670.6589824,87.46567773,789.0859943,51,670.6589824,87.46567773,789.0859943,670.6589824,87.46567773,789.0859943,670.6589824,87.46567773,789.0859943,6/22/2018,2,25,NA,447.9321929,1737.542642,124.4256091,325.2259787,482.6507339,66.70444689,258.7485846,NA,NA,NA,NA,NA,NA,0.0384,12.44256091,48.26507339,NA,NA,7.1,15.8,30.2,46.9,1.0384,3.84,12.1,NA,14,4,12.44256091,48.26507339,NA,7.1,15.8,30.2,46.9,12.1,NA,14,4
W55,5/28/2018,0.10967,LAP_1,NA,0,0.368,0.385,0,0,0.243,0,0,0,0,0.247,0.125,6/11/2018,14,2,8,1,6/20/2018,23,0.0885,6/21/2018,24,0.1421,179.504478,71.59764789,157.5625368,80.80443475,92.44759838,12.27468857,348.8533253,193.71387,103.9807304,36.46402701,57.25,22.79567628,9,841.094494,94.92142128,1062.502581,803.2371941,119.6081101,1025.88421,114,821.9182812,48.22598308,931.5180783,878.420718,54.74104436,1025.88421,885.9588028,40.96484379,1025.88421,6/26/2018,5,29,29,380.9986766,1987.463414,105.8329657,234.3208149,552.0731707,57.72404865,301.1150481,NA,NA,NA,NA,NA,NA,0.02117,10.58329657,55.20731707,NA,NA,24.7,0,38.5,36.8,1.02117,2.117,10.967,29,14,4,10.58329657,55.20731707,NA,24.7,0,38.5,36.8,10.967,29,14,4
W56,5/28/2018,0.12477,LAP_1,NA,0,0.506,0.072,0,0,0.209,0,0,0,0,0.422,0.297,6/11/2018,14,2,8,1,6/19/2018,22,0.0984,6/20/2018,23,0.1159,121.3234485,9.231348919,118.3917181,10.27191335,114.0079682,7.478770458,201.3250425,88.90909626,123.9545212,26.13592907,31.42857143,10.3679557,15,466.525041,107.0625192,641.4609567,574.2323662,49.61724275,641.4609567,60,574.2323662,49.61724275,641.4609567,574.2323662,49.61724275,641.4609567,574.2323662,49.61724275,641.4609567,6/22/2018,2,25,NA,257.4779235,1248.838683,71.52164542,121.6225133,346.8996341,40.05772418,194.2909699,NA,NA,NA,NA,NA,NA,0.02637,7.152164542,34.68996341,NA,NA,42.2,0,7.2,50.6,1.02637,2.637,12.477,NA,14,4,7.152164542,34.68996341,NA,42.2,0,7.2,50.6,12.477,NA,14,4
W70,5/28/2018,0.1146,LAP_1,NA,0.047,0.285,0.276,0,0.047,0.106,0,0,0,0,0.392,0.179,6/11/2018,14,2,6,3,6/14/2018,17,0.0918,6/15/2018,18,NA,102.5023679,13.31095408,102.5023679,13.31095408,81.90682381,12.16301989,159.9933621,55.61477169,84.77974989,19.03639443,37.33333333,15.36426393,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/17/2018,0,20,NA,238.9488751,NA,66.37468752,103.6025765,NA,36.53534055,NA,NA,NA,NA,NA,NA,NA,0.0228,6.637468752,NA,NA,NA,39.2,4.7,27.6,28.5,1.0228,2.28,11.46,NA,14,4,6.637468752,NA,NA,39.2,4.7,27.6,28.5,11.46,NA,14,4
W73,5/28/2018,0.1146,LAP_1,NA,0.032,0.502,0.305,0,0.032,0.077,0,0,0,0,0.161,0.425,6/11/2018,14,2,8,1,6/14/2018,17,0.0929,6/15/2018,18,NA,120.9156133,10.2335173,120.8167809,10.24377871,142.4394331,11.39975245,228.8808412,65.50565539,153.7324783,27.14926378,31.92307692,16.42387256,14,932.1657474,68.78213706,1042.649984,936.9640384,63.45868739,1011.35663,76,964.0213551,33.33130683,1011.35663,964.0213551,33.33130683,1011.35663,965.4971981,31.53869528,1011.35663,6/18/2018,0,21,NA,278.3077622,2220.67352,77.30771173,146.4552686,616.8537555,42.6802296,340.5541223,NA,NA,NA,NA,NA,NA,0.0217,7.730771173,61.68537555,NA,NA,16.1,3.2,30.5,50.2,1.0217,2.17,11.46,NA,14,4,7.730771173,61.68537555,NA,16.1,3.2,30.5,50.2,11.46,NA,14,4
W77,5/28/2018,0.116,LAP_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/11/2018,14,2,3,5,6/20/2018,23,0.0905,6/21/2018,24,0.0888,26.77411206,3.77271439,25.30391418,4.621414051,22.42334924,2.276739508,35.89879708,3.777645639,21.56134166,3.374021429,25,8.394676184,19,479.4958019,110.9197429,699.8920185,492.4688129,87.735493,632.1700485,144,536.9717864,20.58453409,587.3244304,553.8376894,22.47910626,605.3427068,560.896826,20.16574014,632.1700485,6/23/2018,2,26,NA,59.83466999,1269.74544,16.62074167,23.57993424,352.7070666,9.116172703,193.4533727,NA,NA,NA,NA,NA,NA,0.0255,1.662074167,35.27070666,NA,NA,NA,NA,NA,NA,1.0255,2.55,11.6,NA,14,4,1.662074167,35.27070666,NA,NA,NA,NA,NA,11.6,NA,14,4
W93,5/28/2018,0.1175,LAP_1,NA,0.045,0.526,0.195,0,0,0.188,0.045,0,0,0,0.234,0.338,6/11/2018,14,2,1,6,6/20/2018,23,0.0687,6/21/2018,24,0.0786,81.5980382,16.13189285,53.07720968,19.92708405,42.30656675,12.9420585,125.3871617,67.91654005,58.77364424,23.24113997,33.61538462,11.87812037,14,608.118522,47.02549311,717.4583936,611.325423,66.06226468,717.4583936,41,611.325423,66.06226468,717.4583936,611.325423,66.06226468,717.4583936,611.325423,66.06226468,717.4583936,6/23/2018,2,26,NA,165.3351219,1904.274243,45.92642274,108.4944711,528.9650676,23.51266213,270.8109227,NA,NA,NA,NA,NA,NA,0.0488,4.592642274,52.89650676,NA,NA,23.4,4.5,19.5,52.6,1.0488,4.88,11.75,NA,14,4,4.592642274,52.89650676,NA,23.4,4.5,19.5,52.6,11.75,NA,14,4
W98,5/28/2018,0.1146,LAP_1,NA,0.039,0.639,0.107,0.039,0,0.297,0,0,0,0,0.215,0.342,6/18/2018,21,3,1,6,6/21/2018,24,0.0778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.1785986,129.1708413,651.6243842,537.8059997,24.12599369,597.3628934,50,537.8059997,24.12599369,597.3628934,537.8059997,24.12599369,597.3628934,537.8059997,24.12599369,597.3628934,6/23/2018,0,26,NA,NA,1479.312133,NA,NA,410.9200369,NA,217.0212286,NA,NA,NA,NA,NA,NA,0.0368,NA,41.09200369,NA,NA,21.5,3.9,10.7,63.9,1.0368,3.68,11.46,NA,21,9,NA,41.09200369,NA,21.5,3.9,10.7,63.9,11.46,NA,21,9
WW11,6/18/2018,0.1272,LAP_4,NA,0.132,0.406,0.2,0,0.132,0.202,0,0,0,0,0.262,0.204,6/25/2018,7,1,8,1,7/5/2018,17,0.0966,7/6/2018,18,0.122,163.1877281,16.74040694,88.10136732,4,97.45404823,27.39641486,314.0678876,222.2750488,162.8914345,130.414671,29.58823529,8.993461677,18,728.1044354,152.8094249,908.4123605,812.6318737,81.92552695,908.4123605,190,860.1508642,18.74986444,899.2889353,868.6960633,21.47651758,908.4123605,873.4814051,15.95864135,908.4123605,7/18/2018,12,30,30,195.1728013,1905.510196,54.21466703,193.2669886,529.3083878,30.2246358,295.0890252,1.008626636,488.1409983,20.33920826,58.48633616,4.271669132,Positive,0.0306,5.421466703,52.93083878,5.848633616,NA,26.2,13.2,20,40.6,1.0306,3.06,12.72,30,7,1,5.421466703,52.93083878,5.848633616,26.2,13.2,20,40.6,12.72,30,7,1
WW15,6/18/2018,0.1246,LAP_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/4/2018,16,3,NA,NA,7/16/2018,28,0.0942,18-Jul,30,0.1339,97.00603631,17.3965247,87.48531542,24.33983719,52.98808342,13.50197937,131.8690462,45.16764976,75.79430557,29.42868494,29.76923077,9.301915987,14,946.0498834,39.05700433,1116.36174,934.5533695,45.37686452,1116.36174,117,950.8122422,14.50310029,972.4343219,950.8122422,14.50310029,972.4343219,965.8532849,32.76399524,1116.36174,7/27/2018,9,39,39,198.7458333,2160.019319,55.20717593,83.21530988,600.0053663,30.58498399,332.4052392,0.394904459,186.372,7.7655,22.89897381,-32.30820211,Negative,0.0304,5.520717593,60.00053663,2.289897381,4.891666667,NA,NA,NA,NA,1.0304,3.04,12.46,39,16,9,5.520717593,60.00053663,2.289897381,NA,NA,NA,NA,12.46,39,16,9
WW18,6/18/2018,0.1257,LAP_4,NA,0,0.468,0.232,0,0,0.123,0,0,0,0,0.3,0.345,7/9/2018,21,3,NA,NA,NA,NA,0.115,26-Jul,38,0.115,43.32455406,19.92730215,35.03047428,21.57107513,21.14984983,9.539143173,101.2785372,38.69810268,38.63942405,29.14741,35.11111111,12.53439712,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.18714344,NA,18.10753985,52.35170763,NA,10.54469226,NA,NA,NA,NA,NA,NA,NA,0.0107,1.810753985,NA,NA,3.387666667,30,0,23.2,46.8,1.0107,1.07,12.57,NA,21,9,1.810753985,NA,NA,30,0,23.2,46.8,12.57,NA,21,9
WW19,6/18/2018,0.1282,LAP_4,NA,0,0.463,0.104,0,0,0.039,0,0,0,0,0.433,0.424,6/29/2018,11,2,NA,NA,NA,NA,0.1396,18-Jul,30,0.1396,127.2079438,21.66932197,80.2513475,47.20544769,107.776139,21.01912965,425.2821971,232.5899416,153.7039808,144.8130298,40.81818182,22.18458573,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/2018,NA,45,NA,123.0214066,NA,34.17261295,181.0935812,NA,20.88812906,NA,0.510028653,356.712,14.863,29.57457816,-4.598034792,Negative,-0.0114,3.417261295,NA,2.957457816,0.280666667,43.3,0,10.4,46.3,0.9886,-1.14,12.82,NA,11,4,3.417261295,NA,2.957457816,43.3,0,10.4,46.3,12.82,NA,11,4
WW28,6/18/2018,0.1352,LAP_4,NA,0,0.67,0.201,0,0,0.257,0,0,0,0,0.129,0.413,6/27/2018,9,2,1,9,7/5/2018,17,0.0817,7/6/2018,18,0.1245,64.30425231,15.02473899,55.40424559,21.71476264,37.70561702,13.08476585,113.3873903,56.16400141,55.16202501,35.7846516,33.1,16.01700485,11,460.2130049,69.00475655,654.4698014,468.3943736,31.0980885,541.1465308,48,468.3943736,31.0980885,541.1465308,468.3943736,31.0980885,541.1465308,468.3943736,31.0980885,541.1465308,7/7/2018,1,19,NA,145.1225037,1226.883671,40.3118066,82.50000518,340.8010198,21.5520098,182.2033677,0.616891065,252.504,10.521,35.77111383,-4.540692766,Negative,0.0535,4.03118066,34.08010198,3.577111383,NA,12.9,0,20.1,67,1.0535,5.35,13.52,NA,9,4,4.03118066,34.08010198,3.577111383,12.9,0,20.1,67,13.52,NA,9,4
WW37,6/18/2018,0.1292,LAP_4,NA,0,0.36,0.188,0,0,0,0,0,0,0,0.452,0.36,6/29/2018,11,2,NA,NA,NA,NA,0.1103,18-Jul,30,0.1103,89.52234736,19.69930238,86.02994337,6,53.51928098,17.75595593,175.661955,73.01927208,55.66662387,27.00828973,28.73333333,13.37089946,16,1015.780324,38.59707389,1077.76618,1015.780324,38.59707389,1077.76618,258,1027.239448,11.19918736,1050.689906,1046.831007,11.68991965,1077.76618,1051.134284,9.167550804,1077.76618,7/26/2018,8,38,38,166.9121295,1993.012166,46.36448041,94.67023867,553.6144905,26.71955834,319.0445476,0.480507706,265.53,11.06375,27.86277324,-18.50170717,Negative,0.0189,4.636448041,55.36144905,2.786277324,2.735666667,45.2,0,18.8,36,1.0189,1.89,12.92,38,11,4,4.636448041,55.36144905,2.786277324,45.2,0,18.8,36,12.92,38,11,4
WW41,6/18/2018,0.1298,LAP_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/4/2018,16,3,NA,NA,NA,NA,0.1169,18-Jul,30,0.1169,95.21956074,48.18743136,93.0075928,49.19950445,36.13800538,9.84461112,171.97876,137.0338533,72.59426129,86.10558885,34.81818182,16.66624242,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/28/2018,10,40,40,170.2619748,NA,47.29499301,87.45236822,NA,27.65468993,NA,0.590675791,345.9405,14.4141875,34.25099206,-13.04400095,Negative,0.0129,4.729499301,NA,3.425099206,0.804333333,NA,NA,NA,NA,1.0129,1.29,12.98,40,16,9,4.729499301,NA,3.425099206,NA,NA,NA,NA,12.98,40,16,9
WW43,6/18/2018,0.1207,LAP_4,NA,0,0.461,0.382,0,0,0.152,0,0,0,0,0.157,0.309,7/4/2018,16,3,2,5,7/5/2018,17,0.1043,7/6/2018,18,0.1526,55.64201114,6.845907976,54.44081322,6.972972421,50.85504077,4.182238028,99.07656607,54.58447592,50.54076578,13.63558062,30.52173913,14.51917092,24,660.8389215,186.0424972,889.0841112,754.5304737,77.42409719,889.0841112,202,847.012035,23.24816319,889.0841112,847.012035,23.24816319,889.0841112,848.055331,22.17651538,889.0841112,7/20/2018,14,32,32,111.7002304,1737.877042,31.02784177,56.46741541,482.7436228,17.63285537,274.339045,0.428891016,224.1139983,9.338083264,24.86972213,-6.158119648,Negative,0.0164,3.102784177,48.27436228,2.486972213,4.583333333,15.7,0,38.2,46.1,1.0164,1.64,12.07,32,16,9,3.102784177,48.27436228,2.486972213,15.7,0,38.2,46.1,12.07,32,16,9
WW48,6/18/2018,0.13,LAP_4,NA,0.127,0.473,0.128,0,0.127,0.142,0,0,0,0,0.272,0.331,6/29/2018,11,2,2,5,7/3/2018,15,0.0845,7/4/2018,16,0.1509,62.02740188,29.22245175,61.24840227,29.86868881,45.64056745,9.22008828,162.6822666,76.8941321,82.04327936,51.36012588,27.42857143,9.928314488,15,732.4394519,152.0666702,889.8536882,801.8309741,54.29488788,889.8536882,114,836.8581653,24.36089904,889.8536882,836.8581653,24.36089904,889.8536882,838.516103,22.95802171,889.8536882,7/18/2018,14,30,30,155.1142969,2119.380442,43.08730469,114.4444611,588.7167895,23.23076465,317.4099954,1.002874047,424.5617136,17.6900714,58.15276594,15.06546125,Positive,0.0455,4.308730469,58.87167895,5.815276594,NA,27.2,12.7,12.8,47.3,1.0455,4.55,13,30,11,4,4.308730469,58.87167895,5.815276594,27.2,12.7,12.8,47.3,13,30,11,4
WW49,6/18/2018,0.1366,LAP_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/3/2018,15,3,7,2,7/3/2018,15,0.0864,7/4/2018,16,0.1382,88.91513518,22.28315168,80.19219115,24.69206209,61.14402967,9.540192769,137.3774508,36.1462233,83.71488147,28.32276895,37.88888889,22.76205419,10,804.5140218,98.05979933,941.1958186,850.2098066,91.75004488,941.1958186,103,910.2140961,18.83802493,941.1958186,910.2140961,18.83802493,941.1958186,911.9587001,15.96967519,941.1958186,7/15/2018,11,27,27,198.6241772,2254.46547,55.17338254,94.51766484,626.2404082,29.91286741,339.5232526,0.697337963,301.8525,12.5771875,40.4359166,-14.73746594,Negative,0.0502,5.517338254,62.62404082,4.04359166,NA,NA,NA,NA,NA,1.0502,5.02,13.66,27,15,9,5.517338254,62.62404082,4.04359166,NA,NA,NA,NA,13.66,27,15,9
WW5,6/18/2018,0.1234,LAP_4,NA,0.087,0.16,0.39,0,0.087,0,0,0,0,0,0.363,0.16,7/13/2018,25,4,NA,NA,7/16/2018,28,0.0961,18-Jul,30,0.0998,128.9508593,22.35829799,60.72873728,33.14636327,75.31693942,22.89635269,149.0947835,42.3708643,75.14150195,37.96890574,23.77419355,11.38920447,32,876.6916182,47.01281546,937.6941317,876.6916182,47.01281546,937.6941317,210,904.8635128,12.6290766,937.6941317,904.8635128,12.6290766,937.6941317,913.9843694,8.463241629,937.6941317,7/22/2018,4,34,34,135.2336085,2014.99263,37.56489125,92.22535458,559.720175,20.91524628,311.6390043,1.039542144,500.499,20.854125,60.27900624,22.71411499,Positive,0.0273,3.756489125,55.9720175,6.027900624,4.885666667,36.3,8.7,39,16,1.0273,2.73,12.34,34,25,16,3.756489125,55.9720175,6.027900624,36.3,8.7,39,16,12.34,34,25,16
WW54,6/18/2018,0.143,LAP_4,NA,0.122,0.303,0.195,0,0.122,0.188,0,0,0,0,0.38,0.115,7/6/2018,18,3,NA,NA,7/16/2018,28,0.0938,18-Jul,30,0.1433,50.16457321,12.67787187,43.20277359,15.77326872,31.80731567,10.41549282,110.1645455,35.51351103,55.19393346,31.06138158,21.8,5.987706704,21,981.4613363,87.5259645,1140.424961,962.4610993,97.76683527,1140.424961,144,1055.916004,33.5338832,1104.82211,1058.426925,34.03788013,1140.424961,1059.777344,32.66190267,1140.424961,7/22/2018,4,34,34,98.5649632,2409.019455,27.37915644,69.81524739,669.1720708,15.1520283,370.3296768,0.686567164,322.644,13.4435,39.81135987,12.43220342,Positive,0.0492,2.737915644,66.91720708,3.981135987,0.210666667,38,12.2,19.5,30.3,1.0492,4.92,14.3,34,18,9,2.737915644,66.91720708,3.981135987,38,12.2,19.5,30.3,14.3,34,18,9
WW59,6/18/2018,0.1236,LAP_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/5/2018,17,3,2,8,7/5/2018,17,0.1341,7/6/2018,18,0.1265,91.18440163,21.81698674,69.76102235,30.8099186,52.57385407,8.281098798,143.3984963,59.12796503,61.14531764,30.91334999,35,13.70158142,17,690.2032788,86.76020933,974.3593516,710.6946369,82.22144952,974.3593516,36,710.6946369,82.22144952,974.3593516,710.6946369,82.22144952,974.3593516,710.6946369,82.22144952,974.3593516,7/19/2018,13,31,31,111.3263146,1134.143567,30.92397627,63.56632324,315.0398796,18.71339246,190.6438182,0.513422819,344.9385,14.3724375,29.77139262,-1.15258365,Negative,-0.0105,3.092397627,31.50398796,2.977139262,NA,NA,NA,NA,NA,0.9895,-1.05,12.36,31,17,9,3.092397627,31.50398796,2.977139262,NA,NA,NA,NA,12.36,31,17,9
WW60,6/18/2018,0.1222,LAP_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/3/2018,15,3,5,3,7/3/2018,15,0.1341,7/4/2018,16,0.1367,102.1594159,15.20927553,87.7415184,29.02613592,73.2376088,19.48927719,256.4460898,196.2045369,132.835218,104.7611437,38.08333333,20.08372626,13,364.6196179,45.01465763,457.497054,389.0780259,20.43747729,457.497054,85,382.9357199,15.33878427,457.497054,395.1136724,20.53695875,457.497054,397.5215165,18.17699987,457.497054,NA,NA,NA,NA,140.0200219,611.0980168,38.89445053,113.6785633,169.7494491,23.53666006,102.7224971,0.563851603,378.818625,15.78410938,32.69556172,-6.198888811,Negative,-0.0119,3.889445053,16.97494491,3.269556172,NA,NA,NA,NA,NA,0.9881,-1.19,12.22,NA,15,9,3.889445053,16.97494491,3.269556172,NA,NA,NA,NA,12.22,NA,15,9
WW67,6/18/2018,0.1336,LAP_4,NA,0.074,0.29,0.144,0,0.074,0.142,0,0,0,0,0.492,0.148,6/27/2018,9,2,2,8,6/27/2018,9,0.1314,6/28/2018,10,0.1148,57.42200145,20.47035672,48.05353824,21.46417436,26.93165657,10.60144731,95.1063534,26.81915399,31.78619459,26.66257885,27.2,13.30848562,21,923.5970398,50.00073782,1035.902498,914.9261264,41.8756065,962.7408725,82,936.3632946,16.80517524,962.7408725,936.3632946,16.80517524,962.7408725,937.4276635,14.92063989,962.7408725,7/3/2018,5,15,15,78.26070916,1524.975229,21.73908588,43.02545161,423.6042302,13.0885073,255.0404874,1.309284627,861.9204,35.91335,75.92032386,54.18123799,Positive,0.0022,2.173908588,42.36042302,7.592032386,NA,49.2,7.4,14.4,29,1.0022,0.22,13.36,15,9,4,2.173908588,42.36042302,7.592032386,49.2,7.4,14.4,29,13.36,15,9,4
WW69,6/18/2018,0.1299,LAP_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/25/2018,7,1,NA,NA,7/16/2018,28,0.1414,18-Jul,30,0.1335,200.4231161,41.45960836,116.7913231,87.42188883,51.13045116,31.08017628,219.4174614,116.4321312,78.8685432,65.15422941,31.36363636,14.14406397,12,999.6305783,74.63754617,1095.633565,999.6305783,74.63754617,1095.633565,247,1075.436422,10.54408777,1095.633565,1075.436422,10.54408777,1095.633565,1077.150298,8.426318977,1095.633565,7/28/2018,10,40,40,176.7563164,1627.605335,49.09897679,92.24292146,452.1125929,30.10820012,277.2419573,0.353253182,250.2495,10.4270625,20.48377829,-28.6151985,Negative,-0.0115,4.909897679,45.21125929,2.048377829,0.589,NA,NA,NA,NA,0.9885,-1.15,12.99,40,7,1,4.909897679,45.21125929,2.048377829,NA,NA,NA,NA,12.99,40,7,1
WW85,6/18/2018,0.1366,LAP_4,NA,0,0.377,0.32,0,0,0.126,0,0,0,0,0.303,0.251,6/29/2018,11,2,2,8,7/7/2018,19,0.0958,7/8/2018,20,0.142,104.36347,15.76300363,74.12665338,29.05498038,50.88692012,11.89823799,122.3776051,16.45176028,59.99166075,22.0486951,27.72727273,19.81459517,12,796.377541,17.48759613,819.5515163,806.872036,9.652461816,819.5515163,8,806.872036,9.652461816,819.5515163,806.872036,9.652461816,819.5515163,806.872036,9.652461816,819.5515163,7/19/2018,11,31,31,165.5856349,1802.407262,45.99600969,75.93599945,500.6686839,25.58948432,278.5427154,0.834029228,400.299,16.679125,48.36211146,2.366101765,Positive,0.0408,4.599600969,50.06686839,4.836211146,5.472666667,30.3,0,32,37.7,1.0408,4.08,13.66,31,11,4,4.599600969,50.06686839,4.836211146,30.3,0,32,37.7,13.66,31,11,4
WW87,6/18/2018,0.1276,LAP_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/25/2018,7,1,5,4,7/3/2018,15,0.0818,7/4/2018,16,0.1249,38.44673894,14.20615675,38.44673894,14.20615675,28.24998691,5.336754692,96.195114,28.48332272,52.5579342,26.00910861,25.6875,9.442589687,17,328.413473,52.37159066,373.2580643,370.0586388,3.588121086,373.2580643,4,370.0586388,3.588121086,373.2580643,370.0586388,3.588121086,373.2580643,370.0586388,3.588121086,373.2580643,7/12/2018,8,24,24,100.5819332,968.1240673,27.93942588,69.90544144,268.923352,14.94189925,143.8191911,0.66416346,272.1861407,11.3410892,38.51225617,10.57283029,Positive,0.0458,2.793942588,26.8923352,3.851225617,NA,NA,NA,NA,NA,1.0458,4.58,12.76,24,7,1,2.793942588,26.8923352,3.851225617,NA,NA,NA,NA,12.76,24,7,1
WW88,6/18/2018,0.1355,LAP_4,NA,0,0.439,0.175,0,0,0.181,0,0,0,0,0.386,0.258,6/29/2018,11,2,3,5,7/7/2018,19,0.1127,7/8/2018,20,0.1099,59.52230119,12.45333623,40.15517538,21.33119991,18.43511557,15.18120802,86.84671384,43.82552179,32.75918922,17.28773139,25.63157895,11.11660683,20,899.4967259,82.72709906,1003.472182,915.7054138,60.16317407,1003.472182,111,964.733569,25.88931431,1003.472182,964.733569,25.88931431,1003.472182,965.5858878,25.22999245,1003.472182,7/13/2018,5,25,25,76.24851403,1831.880956,21.18014279,45.80793839,508.8558212,12.27184504,294.8327519,1.13487134,640.779,26.699125,65.80677561,44.62663282,Positive,0.0228,2.118014279,50.88558212,6.580677561,NA,38.6,0,17.5,43.9,1.0228,2.28,13.55,25,11,4,2.118014279,50.88558212,6.580677561,38.6,0,17.5,43.9,13.55,25,11,4
